source_coding_standard,source_code,destination_coding_standard,destination_code
SNOMED,302497006,RR35,HD
SNOMED,19647005,RR35,PX
SNOMED,698074000,RR35,SLED
SNOMED,233586004,RR35,HDF
SNOMED,233585000,RR35,"CVVH, HFM"
SNOMED,225067007,RR35,PLEX
SNOMED,182750009,RR35,UF
