source_coding_standard,source_code,destination_coding_standard,destination_code
RR1+_FEEDSHARE_CHILD,99RQR13,RR1+_FEEDSHARE_PARENT,BHLY
RR1+_FEEDSHARE_CHILD,RQR13,RR1+_FEEDSHARE_PARENT,BHLY
RR1+_FEEDSHARE_CHILD,RCB55,RR1+_FEEDSHARE_PARENT,BHLY
RR1+_FEEDSHARE_CHILD,RF201,RR1+_FEEDSHARE_PARENT,BHLY
RR1+_FEEDSHARE_CHILD,RAE05,RR1+_FEEDSHARE_PARENT,BHLY
