LOCAL,101,"Non-melanoma skin cancer, BCC, SCC",,,,
LOCAL,102,Melanoma,,,,
LOCAL,103,Breast,,,,
LOCAL,104,Upper GI (oesophagus/stomach),,,,
LOCAL,105,Lower GI (small/largebowel),,,,
LOCAL,106,Lung,,,,
LOCAL,107,Urological NOT prostate,,,,
LOCAL,108,Prostate,,,,
LOCAL,109,Testicular,,,,
LOCAL,110,Leukaemia,,,,
LOCAL,111,Lymphoma,,,,
LOCAL,112,Myeloma,,,,
LOCAL,113,CNS Tumour,,,,
LOCAL,114,Musculo-skeletal,,,,
LOCAL,115,Other,,,,
